Date,Open,High,Low,Close,Adj Close,Volume,Short MA,Long MA,Signal,Position,Signal_Change,Market Return,Strategy Return,Cumulative Strategy Return,Cumulative Market Return,Cumulative Strategy High,Strategy Drawdown,Cumulative Market High,Market Drawdown
2010-06-29,1.2666670083999634,1.6666669845581055,1.1693329811096191,1.5926669836044312,1.5926669836044312,281494500,,,0,,,,,,,,,,
2010-06-30,1.7193330526351929,2.0280001163482666,1.553333044052124,1.5886670351028442,1.5886670351028442,257806500,,,0,0.0,0.0,-0.0025114782580187844,-0.0,0.0,-0.0025114782580187844,0.0,0.0,-0.0025114782580187844,0.0
2010-07-01,1.6666669845581055,1.7280000448226929,1.3513330221176147,1.4639999866485596,1.4639999866485596,123282000,,,0,0.0,0.0,-0.07847273575876412,-0.0,0.0,-0.0807871314470775,0.0,0.0,-0.0025114782580187844,0.07827565318905871
2010-07-02,1.5333329439163208,1.5399999618530273,1.24733304977417,1.2799999713897705,1.2799999713897705,77097000,,,0,0.0,0.0,-0.12568307167816883,-0.0,0.0,-0.19631662829290963,0.0,0.0,-0.0025114782580187844,0.19380515003489085
2010-07-06,1.3333330154418945,1.3333330154418945,1.0553330183029175,1.0740000009536743,1.0740000009536743,103003500,,,0,0.0,0.0,-0.1609374805004331,-0.0,0.0,-0.3256594052555418,0.0,0.0,-0.0025114782580187844,0.32314792699752304
2010-07-07,1.0933330059051514,1.108667016029358,0.9986670017242432,1.053333044052124,1.053333044052124,103825500,,,0,0.0,0.0,-0.01924297661377916,-0.0,0.0,-0.3386357255499314,0.0,0.0,-0.0025114782580187844,0.3361242472919126
2010-07-08,1.0759999752044678,1.1679999828338623,1.0379999876022339,1.1640000343322754,1.1640000343322754,115671000,,,0,0.0,0.0,0.10506362722128282,0.0,0.0,-0.26915039596163515,0.0,0.0,-0.0025114782580187844,0.26663891770361636
2010-07-09,1.1720000505447388,1.1933330297470093,1.1033329963684082,1.159999966621399,1.159999966621399,60759000,,,0,0.0,0.0,-0.0034364841863351314,-0.0,0.0,-0.2716619490685023,0.0,0.0,-0.0025114782580187844,0.2691504708104835
2010-07-12,1.196666955947876,1.2046669721603394,1.1333329677581787,1.136667013168335,1.136667013168335,33037500,,,0,0.0,0.0,-0.02011461562453598,-0.0,0.0,-0.28631218900771305,0.0,0.0,-0.0025114782580187844,0.28380071074969426
2010-07-13,1.1593329906463623,1.2426669597625732,1.1266670227050781,1.2093329429626465,1.2093329429626465,40201500,1.272266697883606,,0,0.0,0.0,0.0639289510054164,0.0,0.0,-0.2406868759056242,0.0,0.0,-0.0025114782580187844,0.23817539764760542
2010-07-14,1.1959999799728394,1.3433330059051514,1.184000015258789,1.3226670026779175,1.3226670026779175,62928000,1.2452666997909545,,0,0.0,0.0,0.09371617665324083,0.0,0.0,-0.16952695303287146,0.0,0.0,-0.0025114782580187844,0.16701547477485268
2010-07-15,1.329332947731018,1.4333330392837524,1.2666670083999634,1.3259999752044678,1.3259999752044678,56097000,1.218999993801117,,0,0.0,0.0,0.0025198878627819,0.0,0.0,-0.16743425408145152,0.0,0.0,-0.0025114782580187844,0.16492277582343273
2010-07-16,1.3799999952316284,1.4199999570846558,1.3366669416427612,1.3760000467300415,1.3760000467300415,39319500,1.2101999998092652,,0,0.0,0.0,0.037707445294532294,0.0,0.0,-0.13604032676312638,0.0,0.0,-0.0025114782580187844,0.1335288485051076
2010-07-19,1.4246670007705688,1.4833329916000366,1.3946670293807983,1.4606670141220093,1.4606670141220093,37297500,1.228266704082489,,0,0.0,0.0,0.061531224212653335,0.0,0.0,-0.08287983039849756,0.0,0.0,-0.0025114782580187844,0.08036835214047877
2010-07-20,1.4566669464111328,1.4566669464111328,1.3366669416427612,1.3533329963684082,1.3533329963684082,27379500,1.2562000036239624,,0,0.0,0.0,-0.07348287920236107,-0.0,0.0,-0.15027246103537362,0.0,0.0,-0.0025114782580187844,0.14776098277735483
2010-07-21,1.3773330450057983,1.3933329582214355,1.2999999523162842,1.3480000495910645,1.3480000495910645,18787500,1.2856667041778564,,0,0.0,0.0,-0.0039406020481688175,-0.0,0.0,-0.15362089911580312,0.0,0.0,-0.0025114782580187844,0.15110942085778434
2010-07-22,1.3666670322418213,1.4166669845581055,1.3580000400543213,1.399999976158142,1.399999976158142,14367000,1.309266698360443,,0,0.0,0.0,0.03857561176118107,0.0,0.0,-0.12097130751731688,0.0,0.0,-0.0025114782580187844,0.1184598292592981
2010-07-23,1.4126670360565186,1.4373329877853394,1.4040000438690186,1.4193329811096191,1.4193329811096191,9804000,1.3351999998092652,,0,0.0,0.0,0.01380928948622584,0.0,0.0,-0.1088325458361249,0.0,0.0,-0.0025114782580187844,0.10632106757810611
2010-07-26,1.4333330392837524,1.4333330392837524,1.3533329963684082,1.3966670036315918,1.3966670036315918,13833000,1.3611999988555907,,0,0.0,0.0,-0.015969457329390924,-0.0,0.0,-0.12306400646873683,0.0,0.0,-0.0025114782580187844,0.12055252821071805
2010-07-27,1.3940000534057617,1.4119999408721924,1.3506669998168945,1.3700000047683716,1.3700000047683716,9295500,1.3772667050361633,1.3247667014598847,1,1.0,1.0,-0.019093312001988383,-0.0,0.0,-0.13980761899900296,0.0,0.0,-0.0025114782580187844,0.13729614074098417
2010-07-28,1.3700000047683716,1.3933329582214355,1.3673330545425415,1.3813329935073853,1.3813329935073853,7008000,1.38313330411911,1.3142000019550324,1,0.0,0.0,0.008272254525232503,0.008272254525232503,0.008272254525232503,-0.132691888682697,0.008272254525232503,0.0,-0.0025114782580187844,0.1301804104246782
2010-07-29,1.3846670389175415,1.3919999599456787,1.3333330154418945,1.3566670417785645,1.3566670417785645,9240000,1.3862000107765198,1.3026000022888184,1,0.0,0.0,-0.017856629679271374,-0.017856629679271374,-0.009732089739708627,-0.14817908844431837,0.008272254525232503,0.01800434426494113,-0.0025114782580187844,0.1456676101862996
2010-07-30,1.3466670513153076,1.3626669645309448,1.303333044052124,1.329332947731018,1.329332947731018,6403500,1.3815333008766175,1.2958666503429412,1,0.0,0.0,-0.020147975299607768,-0.020147975299607768,-0.029683983135627146,-0.16534155513003157,0.008272254525232503,0.03795623766085965,-0.0025114782580187844,0.16283007687201279
2010-08-02,1.3666670322418213,1.3980000019073486,1.3553329706192017,1.3946670293807983,1.3946670293807983,10771500,1.3749333024024963,1.3016000032424926,1,0.0,0.0,0.049148019509556384,0.049148019509556384,0.01800512739165816,-0.12431974559774639,0.01800512739165816,0.0,-0.0025114782580187844,0.1218082673397276
2010-08-03,1.399999976158142,1.463333010673523,1.3880000114440918,1.463333010673523,1.463333010673523,18457500,1.3859333038330077,1.3210666537284852,1,0.0,0.0,0.049234677414874195,0.049234677414874195,0.06812628144547439,-0.08120591075367645,0.06812628144547439,0.0,-0.0025114782580187844,0.07869443249565766
2010-08-04,1.463333010673523,1.4786670207977295,1.3899999856948853,1.4173330068588257,1.4173330068588257,13695000,1.392866599559784,1.33926665186882,1,0.0,0.0,-0.03143508926483185,-0.03143508926483185,0.034549636442122944,-0.11008828496513456,0.06812628144547439,0.033576645003351446,-0.0025114782580187844,0.10757680670711578
2010-08-05,1.4359999895095825,1.4366669654846191,1.3366669416427612,1.363332986831665,1.363332986831665,11943000,1.3891999006271363,1.3492332994937897,1,0.0,0.0,-0.03809974068609223,-0.03809974068609223,-0.0048664364332129395,-0.1439936905414786,0.06812628144547439,0.07299271787868733,-0.0025114782580187844,0.1414822122834598
2010-08-06,1.340000033378601,1.343999981880188,1.301332950592041,1.305999994277954,1.305999994277954,11128500,1.3778666019439698,1.3565333008766174,1,0.0,0.0,-0.042053550458681865,-0.042053550458681865,-0.04671533596179667,-0.17999179506924257,0.06812628144547439,0.11484161740727106,-0.0025114782580187844,0.17748031681122378
2010-08-09,1.3266669511795044,1.3320000171661377,1.2966669797897339,1.3066669702529907,1.3066669702529907,12190500,1.3688665986061097,1.3650332987308502,1,0.0,0.0,0.0005107013613774303,0.0005107013613774303,-0.04622849218609215,-0.17957301576264373,0.06812628144547439,0.11435477363156654,-0.0025114782580187844,0.17706153750462494
2010-08-10,1.309999942779541,1.309999942779541,1.254667043685913,1.2686669826507568,1.2686669826507568,19219500,1.3587332963943481,1.3680000007152557,-1,-2.0,-2.0,-0.029081616408254796,-0.029081616408254796,-0.07396570931745905,-0.20343235860921582,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.20092088035119704
2010-08-11,1.246000051498413,1.2586669921875,1.190000057220459,1.1933330297470093,1.1933330297470093,11964000,1.3399333000183105,1.3615333020687104,-1,0.0,0.0,-0.05938040000563782,-0.0,-0.07396570931745905,-0.250732863786548,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.24822138552852924
2010-08-12,1.1866669654846191,1.1933330297470093,1.1593329906463623,1.1733330488204956,1.1733330488204956,10365000,1.3215999007225037,1.3538999557495117,-1,0.0,0.0,-0.016759764816661193,-0.0,-0.07396570931745905,-0.26329040477433874,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.26077892651631995
2010-08-13,1.2120000123977661,1.2300000190734863,1.1773329973220825,1.2213330268859863,1.2213330268859863,9510000,1.3107999086380004,1.3461666047573089,-1,0.0,0.0,0.040909082134644725,0.0,-0.07396570931745905,-0.23315229143387128,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.2306408131758525
2010-08-16,1.2300000190734863,1.2533329725265503,1.2173329591751099,1.2519999742507935,1.2519999742507935,7287000,1.296533203125,1.3357332527637482,-1,0.0,0.0,0.02510940643519488,0.0,-0.07396570931745905,-0.21389720064558648,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.2113857223875677
2010-08-17,1.2640000581741333,1.2933330535888672,1.2519999742507935,1.2766669988632202,1.2766669988632202,6718500,1.2778666019439697,1.3318999528884887,-1,0.0,0.0,0.019702096741006425,0.0,-0.07396570931745905,-0.1984093272443299,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.19589784898631113
2010-08-18,1.305999994277954,1.305999994277954,1.2400000095367432,1.2513329982757568,1.2513329982757568,9019500,1.2612666010856628,1.3270666003227234,-1,0.0,0.0,-0.019843859526424312,-0.0,-0.07396570931745905,-0.21431597995218543,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.21180450169416665
2010-08-19,1.2359999418258667,1.2833329439163208,1.222000002861023,1.25266695022583,1.25266695022583,8686500,1.2501999974250793,1.3196999490261079,-1,0.0,0.0,0.0010660247527327638,0.0,-0.07396570931745905,-0.21347842133898787,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.21096694308096908
2010-08-20,1.2433329820632935,1.2740000486373901,1.2339999675750732,1.273332953453064,1.273332953453064,4440000,1.2469332933425903,1.31239994764328,-1,0.0,0.0,0.016497603950921036,0.0,-0.07396570931745905,-0.20050269983538527,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.19799122157736648
2010-08-23,1.2726670503616333,1.3593330383300781,1.2666670083999634,1.3420000076293945,1.3420000076293945,16321500,1.2504665970802307,1.30966659784317,-1,0.0,0.0,0.05392702198597554,0.0,-0.07396570931745905,-0.15738819135168003,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.15487671309366124
2010-08-24,1.2833329439163208,1.3140000104904175,1.2633329629898071,1.2799999713897705,1.2799999713897705,10096500,1.2515998959541321,1.30516659617424,-1,0.0,0.0,-0.04619972867894784,-0.0,-0.07396570931745905,-0.19631662829290997,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.19380515003489118
2010-08-25,1.2773330211639404,1.3320000171661377,1.237333059310913,1.3266669511795044,1.3266669511795044,7549500,1.2649332880973816,1.302433294057846,-1,0.0,0.0,0.0364585787756424,0.0,-0.07396570931745905,-0.16701547477485312,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.16450399651683434
2010-08-26,1.3259999752044678,1.3513330221176147,1.3066669702529907,1.3166669607162476,1.3166669607162476,6507000,1.2792666792869567,1.3004332900047302,-1,0.0,0.0,-0.0075376796372036425,-0.0,-0.07396570931745905,-0.17329424526874848,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.1707827670107297
2010-08-27,1.3166669607162476,1.324666976928711,1.2999999523162842,1.3133330345153809,1.3133330345153809,5694000,1.2884666800498963,1.2996332943439484,-1,0.0,0.0,-0.0025320952832696975,-0.0,-0.07396570931745905,-0.17538754301095538,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.1728760647529366
2010-08-30,1.3133330345153809,1.3459999561309814,1.307332992553711,1.324666976928711,1.324666976928711,10992000,1.295733380317688,1.296133291721344,-1,0.0,0.0,0.008629907354391841,0.0,-0.07396570931745905,-0.16827121390386246,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.16575973564584368
2010-08-31,1.3106670379638672,1.3193329572677612,1.2886669635772705,1.2986669540405273,1.2986669540405273,3016500,1.2979333758354188,1.2878999888896943,1,2.0,2.0,-0.01962759194651742,-0.0,-0.07396570931745905,-0.18459604712752975,0.06812628144547439,0.14209199076293344,-0.0025114782580187844,0.18208456886951097
2010-09-01,1.3079999685287476,1.3793330192565918,1.3066669702529907,1.363332986831665,1.363332986831665,7423500,1.3091333746910094,1.2851999878883362,1,0.0,0.0,0.04979416207515186,0.04979416207515186,-0.02785460776006432,-0.14399369054147848,0.06812628144547439,0.09598088920553871,-0.0025114782580187844,0.1414822122834597
2010-09-02,1.3580000400543213,1.4160000085830688,1.3539999723434448,1.4040000438690186,1.4040000438690186,7306500,1.3242666840553283,1.287233340740204,1,0.0,0.0,0.029829144772519856,0.029829144772519856,0.0011436578849988166,-0.11845975441044976,0.06812628144547439,0.06698262356047557,-0.0025114782580187844,0.11594827615243097
2010-09-03,1.391332983970642,1.4199999570846558,1.3773330450057983,1.4033329486846924,1.4033329486846924,6519000,1.3372666835784912,1.2920999884605409,1,0.0,0.0,-0.00047513900532925035,-0.00047513900532925035,0.0006679754831997453,-0.11887860856589683,0.06812628144547439,0.06745830596227465,-0.0025114782580187844,0.11636713030787804
2010-09-07,1.3739999532699585,1.399999976158142,1.3666670322418213,1.369333028793335,1.369333028793335,3651000,1.3399999856948852,1.295233291387558,1,0.0,0.0,-0.024227978059821575,-0.024227978059821575,-0.02357618627197333,-0.14022639830560168,0.06812628144547439,0.09170246771744772,-0.0025114782580187844,0.1377149200475829
2010-09-08,1.3773330450057983,1.3966670036315918,1.3733329772949219,1.3933329582214355,1.3933329582214355,4326000,1.3513332843780517,1.301466590166092,1,0.0,0.0,0.017526729380981543,0.017526729380981543,-0.006462670327616271,-0.12515737905979218,0.06812628144547439,0.07458895177309066,-0.0025114782580187844,0.1226459008017734
2010-09-09,1.399999976158142,1.4033329486846924,1.3793330192565918,1.380666971206665,1.380666971206665,5643000,1.3567332863807677,1.3108332872390747,1,0.0,0.0,-0.009090423749782306,-0.009090423749782306,-0.015494345665565401,-0.13311006919850887,0.06812628144547439,0.08362062711103979,-0.0025114782580187844,0.1305985909404901
2010-09-10,1.3833329677581787,1.3953330516815186,1.3173329830169678,1.3446669578552246,1.3446669578552246,5799000,1.3595332860946656,1.3193999826908112,1,0.0,0.0,-0.026074364131400518,-0.026074364131400518,-0.04116470458610422,-0.15571367291607152,0.06812628144547439,0.10929098603157861,-0.0025114782580187844,0.15320219465805274
2010-09-13,1.3926670551300049,1.3933329582214355,1.3666670322418213,1.3813329935073853,1.3813329935073853,5412000,1.366333281993866,1.327399981021881,1,0.0,0.0,0.02726774495198714,0.02726774495198714,-0.015019428299794857,-0.132691888682697,0.06812628144547439,0.08314570974526925,-0.0025114782580187844,0.1301804104246782
2010-09-14,1.369333028793335,1.440000057220459,1.3686670064926147,1.4079999923706055,1.4079999923706055,9820500,1.3746665835380554,1.3351999819278717,1,0.0,0.0,0.01930526454414827,0.01930526454414827,0.003995882207723955,-0.11594827615243086,0.06812628144547439,0.06413039923775044,-0.0025114782580187844,0.11343679789441208
2010-09-15,1.3986669778823853,1.4666670560836792,1.3860000371932983,1.4653329849243164,1.4653329849243164,10269000,1.3913331866264342,1.3446332812309265,1,0.0,0.0,0.04071945515935771,0.04071945515935771,0.04487804751346114,-0.07995017162466689,0.06812628144547439,0.02324823393201325,-0.0025114782580187844,0.0774386933666481
2010-09-16,1.476667046546936,1.5440000295639038,1.3893330097198486,1.3960000276565552,1.3960000276565552,40267500,1.3945998907089234,1.3518666326999664,1,0.0,0.0,-0.04731549619170161,-0.04731549619170161,-0.0045608757644546305,-0.12348278577533567,0.06812628144547439,0.07268715720992902,-0.0025114782580187844,0.12097130751731688
